ENSEMBLE,NOUN,ROOT,SEN:0,e05p-001-0,LIT
COTELAC,NOUN,ROOT,SEN:0,e05p-001-0,LIT
bon,ADJ,amod,SEN:0,e05p-001-0,LIT
etat,NOUN,ROOT,SEN:0,e05p-001-0,LIT
de,ADP,case,SEN:0,e05p-001-0,LIT
couleur,NOUN,nmod,SEN:0,e05p-001-0,LIT
kaki,ADJ,amod,SEN:0,e05p-001-0,LIT
composé,VERB,ROOT,SEN:0,e05p-001-0,LIT
de,ADP,case,SEN:0,e05p-001-0,LIT
4,NUM,nummod,SEN:0,e05p-001-0,LIT
pièces,NOUN,obl:agent,SEN:0,e05p-001-0,LIT
matiere,VERB,amod,SEN:0,e05p-001-0,LIT
polyester,VERB,xcomp,SEN:0,e05p-001-0,LIT
la,DET,det,SEN:0,e05p-001-0,LIT
jupe,NOUN,obj,SEN:0,e05p-001-0,LIT
taille,NOUN,amod,SEN:0,e05p-001-0,LIT
1,PRON,punct,SEN:0,e05p-001-0,LIT
soit,AUX,advmod,SEN:0,e05p-001-0,LIT
32cmx2,NUM,flat:name,SEN:0,e05p-001-0,LIT
a,AUX,aux:tense,SEN:0,e05p-001-0,LIT
plat,ADJ,flat:name,SEN:0,e05p-001-0,LIT
monté,VERB,acl,SEN:0,e05p-001-0,LIT
sur,ADP,case,SEN:0,e05p-001-0,LIT
elastique,ADJ,amod,SEN:0,e05p-001-0,LIT
tissu,NOUN,xcomp,SEN:0,e05p-001-0,LIT
gaufré,VERB,acl,SEN:0,e05p-001-0,LIT
avec,ADP,case,SEN:0,e05p-001-0,LIT
des,DET,det,SEN:0,e05p-001-0,LIT
impression,NOUN,obl:mod,SEN:0,e05p-001-0,LIT
de,ADP,case,SEN:0,e05p-001-0,LIT
fils,NOUN,nmod,SEN:0,e05p-001-0,LIT
ja,DET,amod,SEN:0,e05p-001-0,LIT
une,DET,dep,SEN:0,e05p-001-0,LIT
et,CCONJ,cc,SEN:0,e05p-001-0,LIT
vert,PROPN,conj,SEN:0,e05p-001-0,LIT
d',ADP,case,SEN:0,e05p-001-0,LIT
eau,NOUN,nmod,SEN:0,e05p-001-0,LIT
fendu,VERB,acl,SEN:0,e05p-001-0,LIT
derriere,VERB,xcomp,SEN:0,e05p-001-0,LIT
2,NUM,nummod,SEN:0,e05p-001-0,LIT
poches,ADJ,advmod,SEN:0,e05p-001-0,LIT
devant,ADP,punct,SEN:0,e05p-001-0,LIT
.,PUNCT,ROOT,SEN:0,e05p-001-0,LIT
-,PUNCT,ROOT,SEN:1,e05p-001-1,ORAL
Le,DET,det,SEN:1,e05p-001-1,ORAL
chemisier,NOUN,amod,SEN:1,e05p-001-1,ORAL
vert,PROPN,nmod,SEN:1,e05p-001-1,ORAL
kaki,PROPN,amod,SEN:1,e05p-001-1,ORAL
simple.-La,NOUN,amod,SEN:1,e05p-001-1,ORAL
veste,ADJ,ROOT,SEN:2,e05p-001-2,LIT
taille,NOUN,amod,SEN:2,e05p-001-2,LIT
2,NUM,nummod,SEN:2,e05p-001-2,LIT
soit,CCONJ,advmod,SEN:2,e05p-001-2,LIT
40,NUM,punct,SEN:2,e05p-001-2,LIT
42,NUM,nummod,SEN:2,e05p-001-2,LIT
encolure,NOUN,ROOT,SEN:2,e05p-001-2,LIT
marron,NOUN,nmod,SEN:2,e05p-001-2,LIT
en,ADP,case,SEN:2,e05p-001-2,LIT
laine.-le,NOUN,nmod,SEN:2,e05p-001-2,LIT
petit,ADJ,amod,SEN:3,e05p-001-3,LIT
gilet,NOUN,ROOT,SEN:3,e05p-001-3,LIT
plus,ADV,advmod,SEN:3,e05p-001-3,LIT
epais,ADJ,amod,SEN:3,e05p-001-3,LIT
taille,NOUN,ROOT,SEN:3,e05p-001-3,LIT
1,NUM,nummod,SEN:3,e05p-001-3,LIT
meme,NOUN,ROOT,SEN:3,e05p-001-3,LIT
principe,ADJ,amod,SEN:3,e05p-001-3,LIT
que,PRON,mark,SEN:3,e05p-001-3,LIT
la,DET,det,SEN:3,e05p-001-3,LIT
veste,NOUN,dep,SEN:3,e05p-001-3,LIT
Créez,PROPN,ROOT,SEN:0,e05p-002-0,LIT
d',ADP,case,SEN:0,e05p-002-0,LIT
originales,DET,det,SEN:0,e05p-002-0,LIT
poterie,NOUN,nmod,SEN:0,e05p-002-0,LIT
en,ADP,case,SEN:0,e05p-002-0,LIT
argile,NOUN,nmod,SEN:0,e05p-002-0,LIT
et,CCONJ,cc,SEN:0,e05p-002-0,LIT
décorez,ADV,conj,SEN:0,e05p-002-0,LIT
-,PUNCT,ROOT,SEN:0,e05p-002-0,LIT
les,DET,punct,SEN:0,e05p-002-0,LIT
à,ADP,case,SEN:1,e05p-002-1,ORAL
votre,DET,det,SEN:1,e05p-002-1,ORAL
gôut,NOUN,ROOT,SEN:1,e05p-002-1,ORAL
.,PUNCT,punct,SEN:1,e05p-002-1,ORAL
Convient,NOUN,ROOT,SEN:2,e05p-002-2,ORAL
aux,ADP,case,SEN:2,e05p-002-2,ORAL
enfants,NOUN,obl:arg,SEN:2,e05p-002-2,ORAL
à,ADP,dep,SEN:2,e05p-002-2,ORAL
partir,VERB,fixed,SEN:2,e05p-002-2,ORAL
de,ADP,case,SEN:2,e05p-002-2,ORAL
8,NUM,nummod,SEN:2,e05p-002-2,ORAL
ans,NOUN,dep,SEN:2,e05p-002-2,ORAL
.,PUNCT,punct,SEN:2,e05p-002-2,ORAL
Contenu,NOUN,ROOT,SEN:3,e05p-002-3,ORAL
:,PUNCT,punct,SEN:3,e05p-002-3,ORAL
*,DET,appos,SEN:3,e05p-002-3,ORAL
tour,NOUN,ROOT,SEN:4,e05p-002-4,ORAL
avec,ADP,case,SEN:4,e05p-002-4,ORAL
moteur,NOUN,nmod,SEN:4,e05p-002-4,ORAL
éléctrique,ADJ,amod,SEN:4,e05p-002-4,ORAL
*,PROPN,amod,SEN:4,e05p-002-4,ORAL
4,NUM,nummod,SEN:5,e05p-002-5,ORAL
pots,NOUN,ROOT,SEN:5,e05p-002-5,ORAL
de,ADP,case,SEN:5,e05p-002-5,ORAL
peinture,NOUN,nmod,SEN:5,e05p-002-5,ORAL
spéciale,ADJ,amod,SEN:5,e05p-002-5,ORAL
*,DET,appos,SEN:5,e05p-002-5,ORAL
2,NUM,nummod,SEN:6,e05p-002-6,ORAL
spatules,NOUN,ROOT,SEN:6,e05p-002-6,ORAL
*,PROPN,amod,SEN:6,e05p-002-6,ORAL
1,NUM,nummod,SEN:7,e05p-002-7,ORAL
éponge,NOUN,ROOT,SEN:7,e05p-002-7,ORAL
*,ADJ,amod,SEN:7,e05p-002-7,ORAL
1,NUM,nummod,SEN:8,e05p-002-8,ORAL
pinceau,NOUN,ROOT,SEN:8,e05p-002-8,ORAL
*,DET,appos,SEN:8,e05p-002-8,ORAL
le,DET,det,SEN:9,e05p-002-9,LIT
morceau,NOUN,nsubj,SEN:9,e05p-002-9,LIT
d',ADP,case,SEN:9,e05p-002-9,LIT
argile,NOUN,nmod,SEN:9,e05p-002-9,LIT
