Eh bien tu as tort : le meilleur moyen de saboter une bonne cause consiste à la défendre avec de mauvais arguments .,SEN:0,cmr-wiki-c001-a54,LIT
"Et la "" cause humaine "" exige justement que l' on traite les gens humainement , c' est à dire en fonction de leurs capacités .",SEN:1,cmr-wiki-c001-a54,LIT
Encore faut -il,SEN:2,cmr-wiki-c001-a54,ORAL
pour cela les mesurer .,SEN:3,cmr-wiki-c001-a54,ORAL
"Inadmissible , scandaleux , inqualifiable !",SEN:0,cmr-wiki-c001-a55,ORAL
Léon66 ( d ) 15 octobre 2009 à 16:49 ( CEST ),SEN:1,cmr-wiki-c001-a55,ORAL
"La base 100 se définit sur la moyenne d' une population donnée ( en général celle d' un pays , puisque les tests sont étalonnés dans chaque pays ) .",SEN:0,cmr-wiki-c001-a56,LIT
Que dans ces pays des sous-ensemble,SEN:1,cmr-wiki-c001-a56,ORAL
"de population ( et non des populations comme tu l' indiques ) aient des moyennes différentes , c' est là une banalité .",SEN:2,cmr-wiki-c001-a56,LIT
"Non seulement le QI moyen des docteurs en physique n' a aucune raison d' être de 100 , mais il a bien au contraire toutes les raisons de ne pas l' être , car les calculs de mécanique quantique demandent une sacrée gymnastique intellectuelle qui n' est pas forcément du goût - ni même à la portée - de tout le monde .",SEN:3,cmr-wiki-c001-a56,LIT
"Enfin , la phrénologie est un autre sujet , historique , celui -là ,",SEN:4,cmr-wiki-c001-a56,LIT
et sans rapport aucun avec les mesures de QI 212.198.146.203,SEN:5,cmr-wiki-c001-a56,LIT
( d ) 14 mars 2009 à 06:41 ( CET ),SEN:6,cmr-wiki-c001-a56,ORAL
L' article citait autrefois un procès contre un pollueur où des statistiques sur le QI des enfants de la régin polluée faisaient apparaître une diminution en dix ans qui avait été utilisée pour faire condamner le pollueur .,SEN:0,cmr-wiki-c001-a57,LIT
J' en cherche la référence .,SEN:1,cmr-wiki-c001-a57,ORAL
Quelqu' un sait -il,SEN:2,cmr-wiki-c001-a57,ORAL
où elle est passée ?,SEN:3,cmr-wiki-c001-a57,ORAL
"Je sais que "" Le journal de la santé "" en avait largement parlé à une époque , mais cela ne me donne pas le nom du pollueur , ni de l' agent polluant incriminé , ni le lieu et la date du procès .",SEN:4,cmr-wiki-c001-a57,LIT
Quel est l' intérêt exact de faire disparaître des références d' une encyclopédie ?,SEN:5,cmr-wiki-c001-a57,LIT
212.198.139.69,SEN:6,cmr-wiki-c001-a57,LIT
( d ) 8 avril 2008 à 17:49 ( CEST ),SEN:7,cmr-wiki-c001-a57,ORAL
Contribution mineure : j' ai ajouté un lien externe vers des explications sur les différents tests de QI Leidja 21 avr 2007 à 20:23 ( HAE ),SEN:0,cmr-wiki-c001-a58,LIT
""" Georges W.",SEN:0,cmr-wiki-c001-a59,ORAL
"Bush aurait un QI de 91 [ ... ] . """,SEN:1,cmr-wiki-c001-a59,ORAL
"Je me permets d' enlever cette affirmation ; il s' agit en effet d' une intox qui remonte maintenant à 2001 , comme on peut le constater en lisant cette page .",SEN:2,cmr-wiki-c001-a59,LIT
"En ce qui concerne Madonna , le lien donné comme source ne vaut pas un kopeck : "" 91 pour George W.",SEN:3,cmr-wiki-c001-a59,LIT
"Bush , 140 pour Madonna , paraît -il . "" ...",SEN:4,cmr-wiki-c001-a59,ORAL
"Je ne suis pas en mesure d' infirmer en ce qui concerne Madonna , donc je ne supprime pas , mais une référence serait la bienvenue .",SEN:5,cmr-wiki-c001-a59,LIT
--SniperMaské ( d ) 30 avril 2008 à 00:12 ( CEST ),SEN:6,cmr-wiki-c001-a59,LIT
Je serais favorable de virer le paragraphe sur l' étude de Catherine Morris Cox sur le QI de Goethe .,SEN:0,cmr-wiki-c001-a60,LIT
"En effet , la probabilité d' avoir un QI au moins égal à 210 est de 1 pour 8 000 millards ( si vous voulez faire le calcul sous excel : 1/(1-LOI.NORMALE(210;100;15;VRAI ) )",SEN:1,cmr-wiki-c001-a60,LIT
) .,SEN:2,cmr-wiki-c001-a60,ORAL
"Sachant qu' on estime à environ 80 milliards d' humains ayant vécus depuis l' origine , c' est très improbable !",SEN:3,cmr-wiki-c001-a60,LIT
http://www.insee.fr/fr/insee_regions/alsace/publi/chroniques_radio/pdf/81_evolution_nombre_hommes.pdf,SEN:4,cmr-wiki-c001-a60,LIT
Pierrelm ( d ) 4 juin 2008 à 22:19 ( CEST ),SEN:5,cmr-wiki-c001-a60,ORAL
"Je suis très curieux de savoir où vous avez trouvé votre probabilité d' avoir un QI>210 de 1 pour 8000 milliards , encore plus curieux de savoir quelles satistiques de "" psychologues "" ( ou coachs personnels , ou que sais -je )",SEN:0,cmr-wiki-c001-a61,LIT
ont servi de base à ce calcul .,SEN:1,cmr-wiki-c001-a61,ORAL
"Se baser sur du charlatanisme pour en faire ensuite des statistiques et des probabilités , on sait bien où ça mène .",SEN:2,cmr-wiki-c001-a61,LIT
"Mais dans l' absolu , il est vrai que cette anecdote sur Goethe n' a pas grand interet , tout comme la majorité de l' article , il faudrait s' en tenir à une analyse scientifique et factuelle des thèses d' Alfred Binet et consor .",SEN:3,cmr-wiki-c001-a61,LIT
11 juin 2008 à 18:59‎ ( CEST ),SEN:4,cmr-wiki-c001-a61,ORAL
La formule qui permet d' arriver au chiffre de 8000 milliards est décrite sous excel ou OpenOffice.org,SEN:0,cmr-wiki-c001-a62,LIT
Calc : 1/(1-LOI.NORMALE(210;100;15;VRAI ) .,SEN:1,cmr-wiki-c001-a62,LIT
"J' ai trouvé les paramètres 210 ( QI de Goethe ) , 100 ( QI moyen , Espérance d' une loi normale ) , 15 ( écart type arbitraire du QI standard ) dans ce même article .",SEN:2,cmr-wiki-c001-a62,LIT
"Ne connaissant pas votre niveau en mathématiques , je vous renvoie vers l' article Loi normale .",SEN:3,cmr-wiki-c001-a62,LIT
Pierrelm ( d ) 11 juin 2008 à 20:49 ( CEST ),SEN:4,cmr-wiki-c001-a62,ORAL
Vous avez calculé une probabilité alors que les données ne sont ni fiables ni scientifiques .,SEN:0,cmr-wiki-c001-a63,LIT
"Et si on vous dit que le beauté moyenne d' un individu est de 100 au test de QB ( Quotient de Beauté ) , et que Goethe était très beau avec un QB de 210 , est -ce",SEN:1,cmr-wiki-c001-a63,LIT
que vous allez aussi produire une probabilité sans même vous soucier de la validité de l' unité de mesure des QB pour mesurer la beauté ? Produire,SEN:2,cmr-wiki-c001-a63,LIT
"des statistiques ( puis en déduire des probabilités ) à partir de choses non scientifiques , pardon , mais ça n' a aucun interet .",SEN:3,cmr-wiki-c001-a63,LIT
"Le point de QI ce n' est pas une unité scientifiquement reconnue , ce ne sont pas des secondes , des mètres , des kilos , ou des hertz . On",SEN:4,cmr-wiki-c001-a63,LIT
"peut dire que Goethe avait un QI de 210 000 000 , aucune probabilité ne pourra contredire cette affirmation puisque l' unité de mesure à la base n' est pas fiable .",SEN:5,cmr-wiki-c001-a63,LIT
11 juin 2008 à 23:12 ( CEST ),SEN:6,cmr-wiki-c001-a63,ORAL
"Un test de QI est construit pour avoir certaines propriétés et mesurer quelquechose ( l' intelligence , le facteur g , peu importe ici ) .",SEN:0,cmr-wiki-c001-a64,LIT
"La conclusion logique si on considère que ce n' est pas fiable , c' est de ne pas utiliser le QI du tout , pas d' utiliser arbitrairement un chiffre improbable au regard de la définition du QI , non ?",SEN:1,cmr-wiki-c001-a64,LIT
GL ( d ) 11 juin 2008 à 23:31 ( CEST ),SEN:2,cmr-wiki-c001-a64,ORAL
Je suis d' accord .,SEN:0,cmr-wiki-c001-a65,ORAL
"Mais de toute façon , je ne met pas en cause le calcul de probabilité de Pierre , son calcul est sùrement correct , mais il aurait aussi bien pù le faire à partir de statistiques sur la température moyenne de barbatrucs en Nouvelle - Zélande ,",SEN:1,cmr-wiki-c001-a65,LIT
et le calcul aurait été aussi bon .,SEN:2,cmr-wiki-c001-a65,ORAL
"Tout ce que je veux dire c' est que produire des calculs à partir de thèses et de données peu fiables , ça peut donner l' impression de les valider scientifiquement .",SEN:3,cmr-wiki-c001-a65,LIT
11 juin 2008 à 23:44 ( CEST ),SEN:4,cmr-wiki-c001-a65,ORAL
"J' ai beaucoup de mal à vous suivre , le but de mon calcul de probabilité était justement de démontrer que la valeur de QI de 210 pour notre ami Goethe était , à mon goût , très farfelue !",SEN:0,cmr-wiki-c001-a66,LIT
Les valeurs de 100 pour la moyenne et de 15 pour l' écart type sont les valeurs de base du calcul de QI .,SEN:1,cmr-wiki-c001-a66,LIT
Pierrelm ( d ) 12 juin 2008 à 09:48 ( CEST ),SEN:2,cmr-wiki-c001-a66,ORAL
"Ce n' est pas le fait que Goethe aurait un QI de 210 qui est farfelu , c' est l' unité de valeur du QI ( et par extension le calcul de QI moyen ) qui sont non fiables .",SEN:0,cmr-wiki-c001-a67,LIT
12 juin 2008 à 13:36 ( CEST ),SEN:1,cmr-wiki-c001-a67,ORAL
"Le QI n' obeit pas nécessairement à une loi mathématique de façon indéfinie , c' est juste un paradigme qu' on applique sur des résultats et surtout à ce niveau non seulement le nombre de résultats disponible est trop faible pour donner une statistique mais en plus le test de QI deviendrait probablement invalide puisqu' il est fait pour mesurer ( tant bien que mal ) les intelligences normales .",SEN:0,cmr-wiki-c001-a68,LIT
Merci d' être sérieux : le QI mesuré par Catherine Cox indique comme il se doit le rapport entre l' âge auquel un enfant ordinaire sait faire différentes choses de la vie et l' âge auquel l' intéressé les a effectivement faites .,SEN:0,cmr-wiki-c001-a69,LIT
"Avec ce mode de calcul ( qui correspond bien à la définition originelle du QI ) , si Goethe a su lire à deux ans au lieu de quatre , pas étonnant qu' il ait eu ses 200 ou 210 ( et que dire de John Stuart Mill qui a commencé le , grec ancien à 3 ans ! ) .",SEN:1,cmr-wiki-c001-a69,LIT
