Je viens réécrire page qui contenait multiples erreurs .,SEN:0,cmr-wiki-c001-a1-0,LIT
La nouvelle page très incomplète .,SEN:1,cmr-wiki-c001-a1-1,ORAL
Il manque : Les principes des tests ( mesure l' intelligence par ses manifestations par ses caractéristiques ) L' explication des problèmes posés par passage du QI en âge mental au QI par rang ( solution Cattell d' utiliser un écart -,SEN:2,cmr-wiki-c001-a1-2,LIT
"48 ) Les limites modélisation par Loi Normale L' étude validité des tests ( ils corrélés 0,7 avec l' Intelligence Générale ) etc.",SEN:3,cmr-wiki-c001-a1-3,LIT
Il aussi compléter page Intelligence pour rajouter explication qu' l' Intelligence Générale .,SEN:4,cmr-wiki-c001-a1-4,LIT
Mais tout beaucoup trop long .,SEN:5,cmr-wiki-c001-a1-5,ORAL
"J' ai donc cherché donner indication des différentes significations que peut prendre terme QI , indiqué liens vers un site francophone assez complet que j' ai développé sur sujet .",SEN:6,cmr-wiki-c001-a1-6,LIT
PG 30 avr 2004 00:53 ( CEST ),SEN:7,cmr-wiki-c001-a1-7,ORAL
semble qu' ajouté beaucoup choses sur cette page depuis avril .,SEN:0,cmr-wiki-c001-a2-0,LIT
"J' ai ajouté des réserves partie sur "" réserves sur QI "" car en a.",SEN:1,cmr-wiki-c001-a2-1,LIT
Elles FAQ en cours d' élaboration sur un site que j' administre .,SEN:2,cmr-wiki-c001-a2-2,LIT
"Au fur mesure , reviens ici déposer que mes recherches ont donné .",SEN:3,cmr-wiki-c001-a2-3,LIT
"Du coup , j' ai été amenée ajouté aussi page sur l' effet Flynn .",SEN:4,cmr-wiki-c001-a2-4,LIT
"Comme j' ai dû aussi intervenir sur Courbe Gauss , etc.",SEN:5,cmr-wiki-c001-a2-5,LIT
", j' ai cherché rester plus simple possible m' éloigner des chiffres : derrière QI , des gens .",SEN:6,cmr-wiki-c001-a2-6,LIT
J' ai ajouté donc ajouté des liens faciles d' accès ( sic ) .,SEN:7,cmr-wiki-c001-a2-7,LIT
--Lauranne 29 nov 2004 00:31 ( CET ),SEN:8,cmr-wiki-c001-a2-8,ORAL
Ci - dessous,SEN:0,cmr-wiki-c001-a3-0,ORAL
un copier - coller,SEN:1,cmr-wiki-c001-a3-1,ORAL
d' partie page que trouve trop chevelu pour être intégré que n' arrive peigner .,SEN:2,cmr-wiki-c001-a3-2,LIT
gbog 16 jan 2005 09:35 ( CET ) ...,SEN:3,cmr-wiki-c001-a3-3,ORAL
OK .,SEN:4,cmr-wiki-c001-a3-4,ORAL
J' ai reclassé certains items .,SEN:5,cmr-wiki-c001-a3-5,ORAL
"Mais , , si enlève passages ( n' un copier - coller",SEN:6,cmr-wiki-c001-a3-6,LIT
"un COUPER - coller ) , ne comprend plus rien .",SEN:7,cmr-wiki-c001-a3-7,LIT
avait grosses confusions d' ajoutées .,SEN:8,cmr-wiki-c001-a3-8,LIT
"( du moins , elles en lieu place d' autres notions , d' où confusion ) Modifications : J' ai ôté ces deux passages .",SEN:9,cmr-wiki-c001-a3-9,LIT
Le test QI été souvent critiqué cause dépendance au contexte .,SEN:10,cmr-wiki-c001-a3-10,LIT
"En effet , résolution rapide tels problèmes rendue plus facile quand habitué .",SEN:11,cmr-wiki-c001-a3-11,LIT
"Suivant voie tracée par penseurs Grecs , civilisation occidentale donné grande importance logique , au déductif , l' analyse , au principe ,",SEN:12,cmr-wiki-c001-a3-12,LIT
bref aux mathématiques .,SEN:13,cmr-wiki-c001-a3-13,ORAL
"D' autres cultures ont développé d' autres outils pour comprendre réel , comme par analogie , l' utilisation l' intuition , référence l' Histoire ayant valeur preuve , etc.",SEN:14,cmr-wiki-c001-a3-14,LIT
