e05p-001-0
-,PUNCT,ROOT,SEN:1,
Le,DET,det,SEN:1,Definite=Def|Gender=Masc|Number=Sing|PronType=Art
chemisier,NOUN,amod,SEN:1,Gender=Masc|Number=Sing
vert,PROPN,nmod,SEN:1,Gender=Masc|Number=Sing
kaki,PROPN,amod,SEN:1,Gender=Masc|Number=Sing
simple.-La,NOUN,amod,SEN:1,Gender=Fem|Number=Sing

e05p-001-2
veste,ADJ,ROOT,SEN:2,Number=Sing
taille,NOUN,amod,SEN:2,Gender=Fem|Number=Sing
2,NUM,nummod,SEN:2,NumType=Card
soit,CCONJ,advmod,SEN:2,
40,NUM,punct,SEN:2,NumType=Card
42,NUM,nummod,SEN:2,NumType=Card
encolure,NOUN,ROOT,SEN:2,Gender=Fem|Number=Sing
marron,NOUN,nmod,SEN:2,Gender=Masc|Number=Sing
en,ADP,case,SEN:2,
laine.-le,NOUN,nmod,SEN:2,Gender=Masc|Number=Sing

e05p-001-3
petit,ADJ,amod,SEN:3,Gender=Masc|Number=Sing
gilet,NOUN,ROOT,SEN:3,Gender=Masc|Number=Sing
plus,ADV,advmod,SEN:3,
epais,ADJ,amod,SEN:3,Gender=Masc
taille,NOUN,ROOT,SEN:3,Gender=Fem|Number=Sing
1,NUM,nummod,SEN:3,NumType=Card
meme,NOUN,ROOT,SEN:3,Gender=Masc|Number=Sing
principe,ADJ,amod,SEN:3,Gender=Masc|Number=Sing
que,PRON,mark,SEN:3,PronType=Rel
la,DET,det,SEN:3,Definite=Def|Gender=Fem|Number=Sing|PronType=Art
veste,NOUN,dep,SEN:3,Gender=Fem|Number=Sing

e05p-002-0
Créez,PROPN,ROOT,SEN:0,Gender=Fem|Number=Sing
d',ADP,case,SEN:0,
originales,DET,det,SEN:0,Definite=Def|Number=Plur|PronType=Art
poterie,NOUN,nmod,SEN:0,Gender=Fem|Number=Sing
en,ADP,case,SEN:0,
argile,NOUN,nmod,SEN:0,Gender=Masc|Number=Sing
et,CCONJ,cc,SEN:0,
décorez,ADV,conj,SEN:0,
-,PUNCT,ROOT,SEN:0,
les,DET,punct,SEN:0,Definite=Def|Number=Plur|PronType=Art

e05p-002-1
à,ADP,case,SEN:1,
votre,DET,det,SEN:1,Number=Sing|Poss=Yes
gôut,NOUN,ROOT,SEN:1,Gender=Masc|Number=Sing
.,PUNCT,punct,SEN:1,
