Cet individu est un vantard .,SEN:0,tzu_0,LIT
"Si vous croyez ce qu' il raconte , il vous dira qu' il a d' excellents moyens de se procurer de l' argent , et cependant il est dans le plus entier dénuement !",SEN:0,tzu_1,LIT
"Il y a quelque temps , en sortant du bureau du directeur : Le patron , nous dit -il ,",SEN:0,tzu_2,LIT
estun homme dur et impitoyable .,SEN:0,tzu_3,LIT
"s' il ne rétracte pas rapidement les paroles qu' il vient de prononcer , je réclame ce qui m' est dûn et je m' en vais !",SEN:0,tzu_4,LIT
Que vous a -t -il,SEN:0,tzu_5,LIT
donc raconté ?,SEN:0,tzu_6,LIT
Il m' a dit : « Je vous mets à la porte .,SEN:0,tzu_7,LIT
Je viens de réécrire la page qui contenait de multiples erreurs.,cmr-wiki-c001-a1,SEN:0
La nouvelle page est très incomplète.,cmr-wiki-c001-a1,SEN:1
Il manque notamment : Les principes fondamentaux des tests (mesure de l'intelligence par ses manifestations et non pas par ses caractéristiques) L'explication des problèmes posés par le passage du QI en âge mental au QI par rang (et la solution de Cattell d'utiliser un écart-type,cmr-wiki-c001-a1,SEN:2
"de 48) Les limites de la modélisation par une Loi Normale L'étude de la validité des tests (ils sont corrélés à 0,7 avec l'Intelligence Générale) etc.",cmr-wiki-c001-a1,SEN:3
Il faudrait aussi compléter la page Intelligence pour y rajouter une explication de ce qu'est l'Intelligence Générale.,cmr-wiki-c001-a1,SEN:4
Mais tout cela serait beaucoup trop long.,cmr-wiki-c001-a1,SEN:5
"J'ai donc uniquement cherché à donner une indication des différentes significations que peut prendre le terme QI, et indiqué les liens vers un site francophone assez complet que j'ai développé sur le sujet.",cmr-wiki-c001-a1,SEN:6
PG 30 avr 2004 à 00:53 (CEST) ,cmr-wiki-c001-a1,SEN:7
il semble qu'on a ajouté beaucoup de choses sur cette page depuis avril.,cmr-wiki-c001-a2,SEN:0
"J'ai ajouté des réserves à la partie sur ""les réserves sur le QI"" car il y en a.",cmr-wiki-c001-a2,SEN:1
Elles sont extraites de la FAQ en cours d'élaboration sur un site que j'administre.,cmr-wiki-c001-a2,SEN:2
"Au fur et à mesure, je reviens ici déposer ce que mes recherches ont donné.",cmr-wiki-c001-a2,SEN:3
"Du coup, j'ai été amenée à ajouté aussi une page sur l'effet Flynn.",cmr-wiki-c001-a2,SEN:4
"Comme j'ai dû aussi intervenir sur la Courbe de Gauss, etc.",cmr-wiki-c001-a2,SEN:5
"Volontairement, j'ai cherché à rester le plus simple possible et à m'éloigner des chiffres : derrière le QI, il y a des gens.",cmr-wiki-c001-a2,SEN:6
J'ai ajouté donc ajouté des liens faciles d'accès (sic).,cmr-wiki-c001-a2,SEN:7
--Lauranne 29 nov 2004 à 00:31 (CET) ,cmr-wiki-c001-a2,SEN:8
Ci-dessous,cmr-wiki-c001-a3,SEN:0
un copier-coller,cmr-wiki-c001-a3,SEN:1
d'une partie de la page que je trouve trop chevelu pour être intégré et que je n'arrive pas à peigner.,cmr-wiki-c001-a3,SEN:2
gbog 16 jan 2005 à 09:35 (CET) ...,cmr-wiki-c001-a3,SEN:3
OK.,cmr-wiki-c001-a3,SEN:4
J'ai reclassé certains items.,cmr-wiki-c001-a3,SEN:5
"Mais, justement, si on enlève les passages (ce n'était pas un copier-coller",cmr-wiki-c001-a3,SEN:6
"mais un COUPER-coller), on ne comprend plus rien.",cmr-wiki-c001-a3,SEN:7
il y avait de grosses confusions d'ajoutées.,cmr-wiki-c001-a3,SEN:8
"(du moins, elles figuraient en lieu et place d'autres notions, d'où confusion) Modifications : J'ai ôté ces deux passages.",cmr-wiki-c001-a3,SEN:9
Le test de QI a été souvent critiqué à cause de sa dépendance au contexte socio-culturel.,cmr-wiki-c001-a3,SEN:10
