 ,SPACE,,e05p-057,SEN:1,LIT
magnifique,ADJ,nummod,e05p-057,SEN:1,LIT
maillot,VERB,ROOT,e05p-057,SEN:1,LIT
du,DET,case,e05p-057,SEN:1,LIT
real,NOUN,nmod,e05p-057,SEN:1,LIT
trouvable,ADJ,amod,e05p-057,SEN:1,LIT
qu',PRON,obj,e05p-057,SEN:1,LIT
a,AUX,aux:tense,e05p-057,SEN:1,LIT
madrid,VERB,acl:relcl,e05p-057,SEN:1,LIT
.,PUNCT,punct,e05p-057,SEN:1,LIT
Acheté,VERB,ROOT,e05p-057,SEN:1,LIT
 ,SPACE,,e05p-057,SEN:2,LIT
il,PRON,expl:subj,e05p-057,SEN:2,LIT
y,PRON,expl:comp,e05p-057,SEN:2,LIT
a,VERB,aux:tense,e05p-057,SEN:2,LIT
une,DET,det,e05p-057,SEN:2,LIT
semaine,NOUN,obj,e05p-057,SEN:2,LIT
a,AUX,ROOT,e05p-057,SEN:2,LIT
55,NUM,nummod,e05p-057,SEN:2,LIT
EUROS.Je,NOUN,obj,e05p-057,SEN:2,LIT
 ,SPACE,,e05p-057,SEN:3,LIT
le,DET,det,e05p-057,SEN:3,LIT
vend,NOUN,ROOT,e05p-057,SEN:3,LIT
car,CCONJ,cc,e05p-057,SEN:3,LIT
il,PRON,expl:subj,e05p-057,SEN:3,LIT
est,AUX,cop,e05p-057,SEN:3,LIT
trop,ADV,advmod,e05p-057,SEN:3,LIT
grand,ADJ,conj,e05p-057,SEN:3,LIT
pour,ADP,case,e05p-057,SEN:3,LIT
moi,PRON,obl:arg,e05p-057,SEN:3,LIT
.,PUNCT,punct,e05p-057,SEN:3,LIT
TAILLE,NOUN,ROOT,e05p-057,SEN:3,LIT
 ,SPACE,,e05p-057,SEN:4,LIT
XL,NOUN,ROOT,e05p-057,SEN:4,LIT
pour,ADP,case,e05p-057,SEN:4,LIT
plus,ADV,advmod,e05p-057,SEN:4,LIT
de,ADP,det,e05p-057,SEN:4,LIT
renseignement,ADV,obl:mod,e05p-057,SEN:4,LIT
contacter,VERB,parataxis,e05p-057,SEN:4,LIT
moi,PRON,obj,e05p-057,SEN:4,LIT
 ,SPACE,,e05p-020,SEN:1,ORAL
Menu,VERB,ROOT,e05p-020,SEN:1,ORAL
pour,ADP,case,e05p-020,SEN:1,ORAL
le,DET,det,e05p-020,SEN:1,ORAL
diner,NOUN,obl:arg,e05p-020,SEN:1,ORAL
illustré,VERB,acl,e05p-020,SEN:1,ORAL
par,ADP,case,e05p-020,SEN:1,ORAL
des,DET,det,e05p-020,SEN:1,ORAL
gravures,NOUN,obl:agent,e05p-020,SEN:1,ORAL
Hetzel,NOUN,flat:name,e05p-020,SEN:1,ORAL
"""",PUNCT,punct,e05p-020,SEN:1,ORAL
Tour,NOUN,appos,e05p-020,SEN:1,ORAL
du,DET,case,e05p-020,SEN:1,ORAL
monde,NOUN,nmod,e05p-020,SEN:1,ORAL
en,ADP,case,e05p-020,SEN:1,ORAL
80,NUM,nummod,e05p-020,SEN:1,ORAL
jours,NOUN,nmod,e05p-020,SEN:1,ORAL
"""",PUNCT,punct,e05p-020,SEN:1,ORAL
de,ADP,case,e05p-020,SEN:1,ORAL
Jules,PROPN,nmod,e05p-020,SEN:1,ORAL
Verne,PROPN,flat:name,e05p-020,SEN:1,ORAL
.J',PUNCT,appos,e05p-020,SEN:1,ORAL
ai,PROPN,punct,e05p-020,SEN:1,ORAL
 ,SPACE,,e05p-020,SEN:2,ORAL
tout,ADV,amod,e05p-020,SEN:2,ORAL
une,DET,det,e05p-020,SEN:2,ORAL
série,NOUN,ROOT,e05p-020,SEN:2,ORAL
à,ADP,case,e05p-020,SEN:2,ORAL
vendre,VERB,nmod,e05p-020,SEN:2,ORAL
surveillez,VERB,acl,e05p-020,SEN:2,ORAL
Ebay,VERB,xcomp,e05p-020,SEN:2,ORAL
je,PRON,dep,e05p-020,SEN:2,ORAL
les,DET,det,e05p-020,SEN:2,ORAL
en,ADP,case,e05p-020,SEN:2,ORAL
vente,NOUN,amod,e05p-020,SEN:2,ORAL
mets,ADJ,flat:name,e05p-020,SEN:2,ORAL
1,PRON,nummod,e05p-020,SEN:2,ORAL
par,ADP,case,e05p-020,SEN:2,ORAL
1,PRON,dep,e05p-020,SEN:2,ORAL
pour,ADP,mark,e05p-020,SEN:2,ORAL
que,SCONJ,mark,e05p-020,SEN:2,ORAL
tout,ADJ,amod,e05p-020,SEN:2,ORAL
le,DET,det,e05p-020,SEN:2,ORAL
monde,NOUN,nsubj,e05p-020,SEN:2,ORAL
puisse,VERB,acl,e05p-020,SEN:2,ORAL
en,PRON,expl:comp,e05p-020,SEN:2,ORAL
avoir,VERB,xcomp,e05p-020,SEN:2,ORAL
.,PUNCT,punct,e05p-020,SEN:2,ORAL
 ,SPACE,,e05p-020,SEN:3,ORAL
Chaque,DET,det,e05p-020,SEN:3,ORAL
date,NOUN,nsubj,e05p-020,SEN:3,ORAL
a,VERB,ROOT,e05p-020,SEN:3,ORAL
sa,DET,det,e05p-020,SEN:3,ORAL
gravure,NOUN,obj,e05p-020,SEN:3,ORAL
differente,ADJ,amod,e05p-020,SEN:3,ORAL
.,PUNCT,punct,e05p-020,SEN:3,ORAL
J',PRON,ROOT,e05p-020,SEN:3,ORAL
en,PRON,ROOT,e05p-020,SEN:3,ORAL
 ,SPACE,,e05p-020,SEN:4,ORAL
ai,PROPN,ROOT,e05p-020,SEN:4,ORAL
deux,NUM,obj,e05p-020,SEN:4,ORAL
du,DET,case,e05p-020,SEN:4,ORAL
29/01/72,NOUN,nmod,e05p-020,SEN:4,ORAL
 ,SPACE,,e05p-047,SEN:1,ORAL
tres,ADJ,nsubj:pass,e05p-047,SEN:1,ORAL
belle,ADJ,amod,e05p-047,SEN:1,ORAL
lampadaire,NOUN,acl,e05p-047,SEN:1,ORAL
1980,NUM,nummod,e05p-047,SEN:1,ORAL
en,ADP,case,e05p-047,SEN:1,ORAL
metal,ADJ,obl:mod,e05p-047,SEN:1,ORAL
tout,PRON,advmod,e05p-047,SEN:1,ORAL
en,ADP,case,e05p-047,SEN:1,ORAL
sobriete,VERB,obl:mod,e05p-047,SEN:1,ORAL
de,ADP,case,e05p-047,SEN:1,ORAL
couleur,NOUN,nmod,e05p-047,SEN:1,ORAL
jaune,VERB,amod,e05p-047,SEN:1,ORAL
la,DET,det,e05p-047,SEN:1,ORAL
lampe,NOUN,obj,e05p-047,SEN:1,ORAL
est,AUX,aux:pass,e05p-047,SEN:1,ORAL
derriere,VERB,ROOT,e05p-047,SEN:1,ORAL
un,DET,det,e05p-047,SEN:1,ORAL
parchemin,NOUN,obj,e05p-047,SEN:1,ORAL
peride,NOUN,amod,e05p-047,SEN:1,ORAL
menphys,PROPN,appos,e05p-047,SEN:1,ORAL
h174,X,ROOT,e05p-047,SEN:1,ORAL
centimetres,NOUN,amod,e05p-047,SEN:1,ORAL
livraison,NOUN,ROOT,e05p-047,SEN:1,ORAL
uniquement,ADV,advmod,e05p-047,SEN:1,ORAL
sur,ADP,case,e05p-047,SEN:1,ORAL
paris,PROPN,obl:arg,e05p-047,SEN:1,ORAL
ou,CCONJ,cc,e05p-047,SEN:1,ORAL
a,AUX,conj,e05p-047,SEN:1,ORAL
mon,DET,det,e05p-047,SEN:1,ORAL
domicile,NOUN,obj,e05p-047,SEN:1,ORAL
ENSEMBLE,DET,ROOT,e05p-001,SEN:1,ORAL
COTELAC,PROPN,ROOT,e05p-001,SEN:1,ORAL
bon,ADJ,amod,e05p-001,SEN:1,ORAL
etat,NOUN,nmod,e05p-001,SEN:1,ORAL
de,ADP,case,e05p-001,SEN:1,ORAL
couleur,NOUN,nmod,e05p-001,SEN:1,ORAL
kaki,PROPN,flat:name,e05p-001,SEN:1,ORAL
composé,VERB,acl,e05p-001,SEN:1,ORAL
de,ADP,case,e05p-001,SEN:1,ORAL
4,NUM,nummod,e05p-001,SEN:1,ORAL
pièces,NOUN,obl:agent,e05p-001,SEN:1,ORAL
matiere,NOUN,amod,e05p-001,SEN:1,ORAL
polyester,VERB,acl,e05p-001,SEN:1,ORAL
la,DET,det,e05p-001,SEN:1,ORAL
jupe,NOUN,obj,e05p-001,SEN:1,ORAL
taille,NOUN,nmod,e05p-001,SEN:1,ORAL
1,NUM,nmod,e05p-001,SEN:1,ORAL
soit,CCONJ,cop,e05p-001,SEN:1,ORAL
32cmx2,NUM,nsubj,e05p-001,SEN:1,ORAL
a,AUX,aux:tense,e05p-001,SEN:1,ORAL
plat,VERB,conj,e05p-001,SEN:1,ORAL
monté,NOUN,xcomp,e05p-001,SEN:1,ORAL
sur,ADP,case,e05p-001,SEN:1,ORAL
elastique,ADJ,obl:arg,e05p-001,SEN:1,ORAL
tissu,NOUN,amod,e05p-001,SEN:1,ORAL
gaufré,VERB,amod,e05p-001,SEN:1,ORAL
avec,ADP,case,e05p-001,SEN:1,ORAL
des,DET,det,e05p-001,SEN:1,ORAL
impression,NOUN,obl:agent,e05p-001,SEN:1,ORAL
de,ADP,case,e05p-001,SEN:1,ORAL
fils,NOUN,nmod,e05p-001,SEN:1,ORAL
ja,PROPN,ROOT,e05p-001,SEN:1,ORAL
une,DET,flat:name,e05p-001,SEN:1,ORAL
et,CCONJ,cc,e05p-001,SEN:1,ORAL
vert,PROPN,conj,e05p-001,SEN:1,ORAL
d',ADP,case,e05p-001,SEN:1,ORAL
eau,NOUN,det,e05p-001,SEN:1,ORAL
fendu,X,nmod,e05p-001,SEN:1,ORAL
derriere,X,ROOT,e05p-001,SEN:1,ORAL
2,NUM,nummod,e05p-001,SEN:1,ORAL
poches,NOUN,obj,e05p-001,SEN:1,ORAL
devant,ADP,acl,e05p-001,SEN:1,ORAL
.,PUNCT,punct,e05p-001,SEN:1,ORAL
-,PUNCT,punct,e05p-001,SEN:2,ORAL
Le,DET,det,e05p-001,SEN:2,ORAL
chemisier,NOUN,ROOT,e05p-001,SEN:2,ORAL
vert,PROPN,amod,e05p-001,SEN:2,ORAL
kaki,PROPN,nmod,e05p-001,SEN:2,ORAL
simple.-La,ADJ,punct,e05p-001,SEN:2,ORAL
veste,ADJ,ROOT,e05p-001,SEN:3,ORAL
taille,NOUN,xcomp,e05p-001,SEN:3,ORAL
2,NUM,nummod,e05p-001,SEN:3,ORAL
soit,AUX,cc,e05p-001,SEN:3,ORAL
40,DET,nummod,e05p-001,SEN:3,ORAL
42,NUM,nummod,e05p-001,SEN:3,ORAL
encolure,VERB,conj,e05p-001,SEN:3,ORAL
marron,ADJ,nmod,e05p-001,SEN:3,ORAL
en,ADP,case,e05p-001,SEN:3,ORAL
laine.-le,PROPN,obl:arg,e05p-001,SEN:3,ORAL
petit,ADJ,amod,e05p-001,SEN:4,ORAL
gilet,NOUN,ROOT,e05p-001,SEN:4,ORAL
plus,ADV,advmod,e05p-001,SEN:4,ORAL
epais,ADJ,amod,e05p-001,SEN:4,ORAL
taille,NOUN,amod,e05p-001,SEN:4,ORAL
1,NUM,nummod,e05p-001,SEN:4,ORAL
meme,NOUN,nsubj,e05p-001,SEN:4,ORAL
principe,NOUN,ROOT,e05p-001,SEN:4,ORAL
que,SCONJ,mark,e05p-001,SEN:4,ORAL
la,DET,det,e05p-001,SEN:4,ORAL
veste,NOUN,dep,e05p-001,SEN:4,ORAL
Créez,VERB,nsubj,e05p-002,SEN:1,ORAL
d',ADP,case,e05p-002,SEN:1,ORAL
originales,NOUN,nmod,e05p-002,SEN:1,ORAL
poterie,NOUN,ROOT,e05p-002,SEN:1,ORAL
en,ADP,case,e05p-002,SEN:1,ORAL
argile,NOUN,obl:mod,e05p-002,SEN:1,ORAL
et,CCONJ,cc,e05p-002,SEN:1,ORAL
décorez,PROPN,conj,e05p-002,SEN:1,ORAL
-,PUNCT,punct,e05p-002,SEN:1,ORAL
les,DET,det,e05p-002,SEN:1,ORAL
à,ADP,case,e05p-002,SEN:1,ORAL
votre,DET,det,e05p-002,SEN:1,ORAL
gôut,NOUN,ROOT,e05p-002,SEN:1,ORAL
.,PUNCT,punct,e05p-002,SEN:1,ORAL
Convient,NOUN,ROOT,e05p-002,SEN:2,ORAL
aux,ADP,case,e05p-002,SEN:2,ORAL
enfants,NOUN,obl:arg,e05p-002,SEN:2,ORAL
à,ADP,dep,e05p-002,SEN:2,ORAL
partir,VERB,fixed,e05p-002,SEN:2,ORAL
de,ADP,case,e05p-002,SEN:2,ORAL
8,NUM,nummod,e05p-002,SEN:2,ORAL
ans,NOUN,dep,e05p-002,SEN:2,ORAL
.,PUNCT,punct,e05p-002,SEN:2,ORAL
Contenu,NOUN,ROOT,e05p-002,SEN:3,ORAL
:,PUNCT,punct,e05p-002,SEN:3,ORAL
*,NUM,nmod,e05p-002,SEN:3,ORAL
tour,VERB,ROOT,e05p-002,SEN:4,ORAL
avec,ADP,case,e05p-002,SEN:4,ORAL
moteur,NOUN,nmod,e05p-002,SEN:4,ORAL
éléctrique,ADJ,amod,e05p-002,SEN:4,ORAL
*,NUM,amod,e05p-002,SEN:4,ORAL
4,NUM,nummod,e05p-002,SEN:5,ORAL
pots,NOUN,ROOT,e05p-002,SEN:5,ORAL
de,ADP,case,e05p-002,SEN:5,ORAL
peinture,NOUN,nmod,e05p-002,SEN:5,ORAL
spéciale,ADJ,amod,e05p-002,SEN:5,ORAL
*,NUM,amod,e05p-002,SEN:5,ORAL
