"JUPE DROITE VERSACE CLASSIC taille 38 français ( 42 italien ) très beau tissus noir d' aspect satiné en viscose et coton motif baroque une fente sur le côté agrémentée de bijouterie en métal doré fermeture à la taille par glissière et bouton pression "" greca "" doré entièrement doublée mesures : 34 cm de taille 48 cm de hanches 59 , 5 cm de longueur totale neuve , portée ME CONTACTER POUR LES TARIFS DE LIVRAISON A L' INTERNATIONAL INTERNATIONAL BIDDERS : PLEASE CONTACT ME FOR INTERNATIONAL SHIPPING COST",SEN:0,e17p-101-0,LIT
"MARKS & SPENCER SUPERBE JUPE EN SUÉDINE GRIS , BRODERIE ET PAILLETTES .",SEN:0,e17p-102-0,LIT
NEUF .,SEN:1,e17p-102-1,LIT
T.42 - 44 .,SEN:2,e17p-102-2,LIT
"TRÈS BELLE QUALITÉ DE FINITION , DOUBLÉ , FERMETURE ÉCLAIR SUR CÔTÉ .",SEN:3,e17p-102-3,LIT
"98 % POLYESTER , 2 % ELASTHAN .",SEN:4,e17p-102-4,LIT
LONGUEUR : 61 cm .,SEN:5,e17p-102-5,LIT
TAILLE 43 cm .,SEN:6,e17p-102-6,LIT
HANCHES : 52 cm .,SEN:7,e17p-102-7,LIT
"Très belle jupe , CHIC ET ÉLÉGANTE .",SEN:8,e17p-102-8,LIT
Très bon état portée une fois .,SEN:0,e17p-103-0,LIT
Taille 6 UK soit 34 mais convient à un 36 car dos élastiqué réglable avec le noeud,SEN:1,e17p-103-1,LIT
Kimono Etam taille S comme neuf Imprimé Fleurs tropicales long 90 cm Possibilité de remise en mains propres sur Paris 6 contre espèces Profil 0 s' abstenir ! !,SEN:0,e17p-104-0,LIT
"Barrette entièrement découpée et travaillée à la main , décore fait également à la main .",SEN:0,e17p-105-0,LIT
Fabrication française,SEN:1,e17p-105-1,ORAL
