Eh bien tu as tort : le meilleur moyen de saboter une bonne cause consiste à la défendre avec de mauvais arguments .,SEN:0,cmr-wiki-c001-a54-0,LIT
"Et la "" cause humaine "" exige justement que l' on traite les gens humainement , c' est à dire en fonction de leurs capacités .",SEN:1,cmr-wiki-c001-a54-1,LIT
Encore faut -il,SEN:2,cmr-wiki-c001-a54-2,ORAL
pour cela les mesurer .,SEN:3,cmr-wiki-c001-a54-3,ORAL
"Inadmissible , scandaleux , inqualifiable !",SEN:0,cmr-wiki-c001-a55-0,ORAL
Léon66 ( d ) 15 octobre 2009 à 16:49 ( CEST ),SEN:1,cmr-wiki-c001-a55-1,ORAL
"La base 100 se définit sur la moyenne d' une population donnée ( en général celle d' un pays , puisque les tests sont étalonnés dans chaque pays ) .",SEN:0,cmr-wiki-c001-a56-0,LIT
Que dans ces pays des sous-ensemble,SEN:1,cmr-wiki-c001-a56-1,ORAL
"de population ( et non des populations comme tu l' indiques ) aient des moyennes différentes , c' est là une banalité .",SEN:2,cmr-wiki-c001-a56-2,LIT
"Non seulement le QI moyen des docteurs en physique n' a aucune raison d' être de 100 , mais il a bien au contraire toutes les raisons de ne pas l' être , car les calculs de mécanique quantique demandent une sacrée gymnastique intellectuelle qui n' est pas forcément du goût - ni même à la portée - de tout le monde .",SEN:3,cmr-wiki-c001-a56-3,LIT
"Enfin , la phrénologie est un autre sujet , historique , celui -là ,",SEN:4,cmr-wiki-c001-a56-4,LIT
et sans rapport aucun avec les mesures de QI 212.198.146.203,SEN:5,cmr-wiki-c001-a56-5,LIT
( d ) 14 mars 2009 à 06:41 ( CET ),SEN:6,cmr-wiki-c001-a56-6,ORAL
L' article citait autrefois un procès contre un pollueur où des statistiques sur le QI des enfants de la régin polluée faisaient apparaître une diminution en dix ans qui avait été utilisée pour faire condamner le pollueur .,SEN:0,cmr-wiki-c001-a57-0,LIT
J' en cherche la référence .,SEN:1,cmr-wiki-c001-a57-1,ORAL
Quelqu' un sait -il,SEN:2,cmr-wiki-c001-a57-2,ORAL
où elle est passée ?,SEN:3,cmr-wiki-c001-a57-3,ORAL
"Je sais que "" Le journal de la santé "" en avait largement parlé à une époque , mais cela ne me donne pas le nom du pollueur , ni de l' agent polluant incriminé , ni le lieu et la date du procès .",SEN:4,cmr-wiki-c001-a57-4,LIT
Quel est l' intérêt exact de faire disparaître des références d' une encyclopédie ?,SEN:5,cmr-wiki-c001-a57-5,LIT
212.198.139.69,SEN:6,cmr-wiki-c001-a57-6,LIT
( d ) 8 avril 2008 à 17:49 ( CEST ),SEN:7,cmr-wiki-c001-a57-7,ORAL
Contribution mineure : j' ai ajouté un lien externe vers des explications sur les différents tests de QI Leidja 21 avr 2007 à 20:23 ( HAE ),SEN:0,cmr-wiki-c001-a58-0,LIT
""" Georges W.",SEN:0,cmr-wiki-c001-a59-0,ORAL
"Bush aurait un QI de 91 [ ... ] . """,SEN:1,cmr-wiki-c001-a59-1,ORAL
"Je me permets d' enlever cette affirmation ; il s' agit en effet d' une intox qui remonte maintenant à 2001 , comme on peut le constater en lisant cette page .",SEN:2,cmr-wiki-c001-a59-2,LIT
"En ce qui concerne Madonna , le lien donné comme source ne vaut pas un kopeck : "" 91 pour George W.",SEN:3,cmr-wiki-c001-a59-3,LIT
"Bush , 140 pour Madonna , paraît -il . "" ...",SEN:4,cmr-wiki-c001-a59-4,ORAL
"Je ne suis pas en mesure d' infirmer en ce qui concerne Madonna , donc je ne supprime pas , mais une référence serait la bienvenue .",SEN:5,cmr-wiki-c001-a59-5,LIT
--SniperMaské ( d ) 30 avril 2008 à 00:12 ( CEST ),SEN:6,cmr-wiki-c001-a59-6,LIT
Je serais favorable de virer le paragraphe sur l' étude de Catherine Morris Cox sur le QI de Goethe .,SEN:0,cmr-wiki-c001-a60-0,LIT
"En effet , la probabilité d' avoir un QI au moins égal à 210 est de 1 pour 8 000 millards ( si vous voulez faire le calcul sous excel : 1/(1-LOI.NORMALE(210;100;15;VRAI ) )",SEN:1,cmr-wiki-c001-a60-1,LIT
) .,SEN:2,cmr-wiki-c001-a60-2,ORAL
"Sachant qu' on estime à environ 80 milliards d' humains ayant vécus depuis l' origine , c' est très improbable !",SEN:3,cmr-wiki-c001-a60-3,LIT
http://www.insee.fr/fr/insee_regions/alsace/publi/chroniques_radio/pdf/81_evolution_nombre_hommes.pdf,SEN:4,cmr-wiki-c001-a60-4,LIT
Pierrelm ( d ) 4 juin 2008 à 22:19 ( CEST ),SEN:5,cmr-wiki-c001-a60-5,ORAL
"Je suis très curieux de savoir où vous avez trouvé votre probabilité d' avoir un QI>210 de 1 pour 8000 milliards , encore plus curieux de savoir quelles satistiques de "" psychologues "" ( ou coachs personnels , ou que sais -je )",SEN:0,cmr-wiki-c001-a61-0,LIT
ont servi de base à ce calcul .,SEN:1,cmr-wiki-c001-a61-1,ORAL
"Se baser sur du charlatanisme pour en faire ensuite des statistiques et des probabilités , on sait bien où ça mène .",SEN:2,cmr-wiki-c001-a61-2,LIT
