Je viens de réécrire la page qui contenait de multiples erreurs .,SEN:0,cmr-wiki-c001-a1-0,ORAL
La nouvelle page est très incomplète .,SEN:1,cmr-wiki-c001-a1-1,ORAL
Il manque notamment : Les principes fondamentaux des tests ( mesure de l' intelligence par ses manifestations et non pas par ses caractéristiques ) L' explication des problèmes posés par le passage du QI en âge mental au QI par rang ( et la solution de Cattell d' utiliser un écart - type,SEN:2,cmr-wiki-c001-a1-2,ORAL
"de 48 ) Les limites de la modélisation par une Loi Normale L' étude de la validité des tests ( ils sont corrélés à 0,7 avec l' Intelligence Générale ) etc.",SEN:3,cmr-wiki-c001-a1-3,ORAL
Il faudrait aussi compléter la page Intelligence pour y rajouter une explication de ce qu' est l' Intelligence Générale .,SEN:4,cmr-wiki-c001-a1-4,ORAL
Mais tout cela serait beaucoup trop long .,SEN:5,cmr-wiki-c001-a1-5,ORAL
"J' ai donc uniquement cherché à donner une indication des différentes significations que peut prendre le terme QI , et indiqué les liens vers un site francophone assez complet que j' ai développé sur le sujet .",SEN:6,cmr-wiki-c001-a1-6,ORAL
PG 30 avr 2004 à 00:53 ( CEST ),SEN:7,cmr-wiki-c001-a1-7,ORAL
il semble qu' on a ajouté beaucoup de choses sur cette page depuis avril .,SEN:0,cmr-wiki-c001-a2-0,ORAL
"J' ai ajouté des réserves à la partie sur "" les réserves sur le QI "" car il y en a.",SEN:1,cmr-wiki-c001-a2-1,ORAL
Elles sont extraites de la FAQ en cours d' élaboration sur un site que j' administre .,SEN:2,cmr-wiki-c001-a2-2,ORAL
"Au fur et à mesure , je reviens ici déposer ce que mes recherches ont donné .",SEN:3,cmr-wiki-c001-a2-3,ORAL
"Du coup , j' ai été amenée à ajouté aussi une page sur l' effet Flynn .",SEN:4,cmr-wiki-c001-a2-4,ORAL
"Comme j' ai dû aussi intervenir sur la Courbe de Gauss , etc.",SEN:5,cmr-wiki-c001-a2-5,ORAL
"Volontairement , j' ai cherché à rester le plus simple possible et à m' éloigner des chiffres : derrière le QI , il y a des gens .",SEN:6,cmr-wiki-c001-a2-6,ORAL
J' ai ajouté donc ajouté des liens faciles d' accès ( sic ) .,SEN:7,cmr-wiki-c001-a2-7,ORAL
--Lauranne 29 nov 2004 à 00:31 ( CET ),SEN:8,cmr-wiki-c001-a2-8,ORAL
Ci - dessous,SEN:0,cmr-wiki-c001-a3-0,ORAL
un copier - coller,SEN:1,cmr-wiki-c001-a3-1,ORAL
d' une partie de la page que je trouve trop chevelu pour être intégré et que je n' arrive pas à peigner .,SEN:2,cmr-wiki-c001-a3-2,ORAL
gbog 16 jan 2005 à 09:35 ( CET ) ...,SEN:3,cmr-wiki-c001-a3-3,ORAL
