Ben ta mon num tu textote qd tu veux tu le sais,SEN:0,cmr-88milsms-a58915-0,LIT
Dsl mais jété tellement déprimée,SEN:0,cmr-88milsms-a58917-0,LIT
Tiens un revenant ...,SEN:0,cmr-88milsms-a58918-0,ORAL
T dispo qd ?,SEN:1,cmr-88milsms-a58918-1,ORAL
C pas drole ts les jours d' etre moi mais grace à mon pc jme sens mieux,SEN:0,cmr-88milsms-a58919-0,LIT
Oui bien sur,SEN:0,cmr-88milsms-a58920-0,ORAL
T dispo qd ?,SEN:0,cmr-88milsms-a58921-0,ORAL
"Attends , j' ai pas tout compris .",SEN:0,cmr-88milsms-a58923-0,ORAL
"Ton amie t' a dit qu' elle parlait de boulot à quelqu' un , alors qu' elle parlait en fait à un mec que tu "" hum , aimes bien "" ?",SEN:1,cmr-88milsms-a58923-1,LIT
Euh ...,SEN:2,cmr-88milsms-a58923-2,ORAL
Et ?,SEN:3,cmr-88milsms-a58923-3,ORAL
:3,SEN:4,cmr-88milsms-a58923-4,ORAL
C mimi,SEN:0,cmr-88milsms-a58924-0,ORAL
Parce que tu as du mettre un 3dans ton cours au lieu d' un un car je l' ai faite jeudi et il n' y à jamais de 3,SEN:0,cmr-88milsms-a58925-0,LIT
"J' espère que ca dérange pas papa que tu vienne , ca fait un peu bizarre autant ..",SEN:0,cmr-88milsms-a58926-0,LIT
